ProlificID,Age,Gender.1.Male,HouseholdIncome,Education,PoliticalOrientation,COVID19Consumption,AnxietyOwnHealth,AnxietyLovedOnes,AnxietyLockdown,AnxietyIncome,AnxietyExercise,AnxietySupplies,AnxietySocializing,Anxiety_factor_noSTAI,Anxiety_factor_STAI,STAI_Score,STAI_scaled,Dependents,HealthCareInsuranceSatisfaction,Ethnicity
747,63,2,6,4,1,5,26,89,28,58,7,17,35,37.14285714,38.05555556,46.66666667,44.44444445,2,4,5
748,74,2,4,4,1,5,70,51,58,94,17,75,59,60.57142857,57.16666667,40,33.33333333,2,4,5
749,59,2,8,3,1,5,60,100,58,67,1,34,63,54.71428571,52.04166667,40,33.33333333,1,3,5
750,53,1,5,3,1,4,85,96,83,67,39,85,36,70.14285714,65.54166667,40,33.33333333,2,3,5
751,58,2,8,4,1,4,100,100,0,0,0,25,0,32.14285714,30.90277778,33.33333333,22.22222222,2,3,5
752,59,1,4,1,1,5,57,96,32,96,0,64,12,51,51.56944444,53.33333333,55.55555555,1,3,5
753,48,2,8,3,1,4,65,75,93,93,70,78,88,80.28571429,74.41666667,40,33.33333333,2,3,5
754,73,2,1,4,1,4,69,62,4,4,0,0,0,19.85714286,18.06944444,23.33333333,5.55555555,1,2,5
755,66,1,8,4,1,5,57,97,12,71,22,71,29,51.28571429,46.95833333,30,16.66666667,2,4,5
756,59,2,8,4,1,5,59,60,8,48,0,11,0,26.57142857,25.33333333,30,16.66666667,1,3,5
757,71,1,8,3,1,4,71,72,31,72,13,25,8,41.71428571,41.36111111,43.33333333,38.88888888,1,3,5
758,59,1,2,1,2,5,65,94,97,100,100,4,56,73.71428571,72.83333333,60,66.66666667,2,2,5
759,52,2,8,4,2,6,64,72,53,93,39,60,38,59.85714286,56.54166667,40,33.33333333,1,4,5
760,64,2,4,3,1,5,58,66,3,85,0,0,0,30.28571429,30.66666667,40,33.33333333,2,3,5
761,66,1,3,3,1,5,62,84,0,62,21,64,23,45.14285714,43.66666667,40,33.33333333,2,4,5
762,49,2,5,3,1,5,89,90,15,100,0,65,5,52,52.44444444,53.33333333,55.55555555,2,2,5
763,50,1,3,2,1,4,100,100,25,100,100,100,0,75,66.31944444,23.33333333,5.55555555,2,3,5
764,29,1,2,4,1,4,23,79,37,24,63,35,66,46.71428571,45.04166667,40,33.33333333,2,3,5
765,63,2,4,3,1,5,100,100,100,100,36,100,66,86,83.58333333,60,66.66666667,2,2,5
766,48,1,8,4,1,6,73,75,19,74,0,81,0,46,45.11111111,43.33333333,38.88888888,1,3,5
767,45,1,2,2,1,5,62,71,8,58,1,47,11,36.85714286,39.88888889,56.66666667,61.11111112,2,3,5
768,54,2,3,1,1,5,59,62,36,63,59,58,36,53.28571429,50.09722222,36.66666667,27.77777778,2,3,5
769,58,1,4,2,1,5,71,67,73,91,39,58,67,66.57142857,63.11111111,43.33333333,38.88888888,2,2,5
770,69,1,4,3,1,5,72,76,59,65,59,61,39,61.57142857,56.65277778,33.33333333,22.22222222,2,3,5
771,26,1,5,2,2,5,66,65,46,89,71,68,79,69.14285714,65.36111111,43.33333333,38.88888888,2,3,5
772,72,2,5,2,2,5,87,97,29,8,5,77,71,53.42857143,53,50,50,2,4,5
773,48,1,8,4,1,5,19,50,0,0,0,0,26,13.57142857,14.65277778,33.33333333,22.22222222,1,4,5
774,61,2,8,3,1,5,88,100,100,95,92,100,73,92.57142857,93.5,80,100,1,4,5
775,59,2,4,1,1,4,57,77,89,90,0,90,11,59.14285714,62.16666667,70,83.33333333,1,3,5
776,68,1,8,3,1,4,69,71,23,60,5,22,36,40.85714286,41.30555556,46.66666667,44.44444445,2,4,5
777,58,1,4,3,1,5,72,83,66,63,86,76,31,68.14285714,59.625,20,0,2,4,5
778,59,1,8,4,2,5,85,79,79,66,64,68,69,72.85714286,72.08333333,60,66.66666667,2,3,5
779,48,1,7,3,1,4,52,58,47,66,42,32,6,43.28571429,40.65277778,33.33333333,22.22222222,1,2,5
780,47,1,3,2,2,5,71,97,68,74,3,27,63,57.57142857,55.23611111,43.33333333,38.88888888,1,4,5
781,37,1,7,4,1,4,61,88,23,38,61,62,24,51,46.70833333,30,16.66666667,2,3,5
782,60,1,8,4,2,4,63,77,85,63,15,64,76,63.28571429,56.76388889,26.66666667,11.11111112,1,1,5
783,31,2,4,3,2,3,40,70,62,39,63,61,5,48.57142857,44.58333333,30,16.66666667,1,2,5
784,50,1,8,4,1,5,63,64,13,8,2,5,5,22.85714286,22.77777778,33.33333333,22.22222222,1,2,5
785,38,1,6,1,1,5,77,100,99,67,85,86,32,78,76.58333333,60,66.66666667,1,4,5
786,39,1,4,4,1,5,71,100,7,84,3,73,7,49.28571429,45.20833333,30,16.66666667,2,1,5
787,39,1,3,1,1,4,66,93,60,95,8,75,2,57,52.65277778,33.33333333,22.22222222,2,2,5
788,50,2,4,3,1,5,69,83,75,82,32,70,74,69.28571429,66.875,50,50,2,3,5
789,55,2,1,3,2,4,56,57,63,63,2,36,3,40,40.55555556,46.66666667,44.44444445,2,3,5
790,68,1,7,4,2,4,26,74,20,22,20,20,8,27.14285714,25.83333333,30,16.66666667,2,4,5
791,67,1,2,1,2,5,85,85,8,0,42,45,68,47.57142857,44.40277778,33.33333333,22.22222222,2,4,5
792,75,1,7,4,1,4,100,100,86,92,68,100,29,82.14285714,76.73611111,43.33333333,38.88888888,2,3,5
793,53,1,6,3,2,4,0,0,0,0,0,16,0,2.285714286,2,20,0,1,3,5
794,66,2,6,4,1,4,73,84,11,64,6,53,1,41.71428571,44.83333333,60,66.66666667,2,4,5
795,59,2,3,1,2,4,36,53,24,46,1,52,27,34.14285714,34.04166667,40,33.33333333,1,2,5
796,62,2,1,2,2,4,85,87,100,81,100,100,100,93.28571429,89.95833333,60,66.66666667,2,4,5
797,47,2,5,3,2,4,20,62,5,24,0,6,0,16.71428571,16.01388889,26.66666667,11.11111112,1,2,5
798,51,1,8,1,2,5,80,100,99,100,43,63,72,79.57142857,77.95833333,60,66.66666667,1,3,5
799,48,1,8,2,1,5,79,82,66,100,75,92,50,77.71428571,74.94444444,53.33333333,55.55555555,1,4,5
800,68,1,4,3,1,4,61,84,32,6,12,52,9,36.57142857,33.38888889,26.66666667,11.11111112,2,3,5
801,54,1,6,3,1,5,66,88,48,65,12,83,13,53.57142857,56.59722222,66.66666667,77.77777778,2,1,5
802,22,2,1,1,1,6,100,100,49,96,0,0,0,49.28571429,55.625,80,100,1,2,5
803,66,2,2,3,1,5,65,100,100,100,0,71,100,76.57142857,72.55555556,46.66666667,44.44444445,2,3,5
804,33,2,6,1,2,4,52,60,59,64,40,54,42,53,49.84722222,36.66666667,27.77777778,1,2,5
805,71,1,4,3,1,5,87,87,63,64,98,83,57,77,73.625,50,50,2,2,5
806,59,2,1,4,1,5,70,100,64,100,0,37,14,55,52.98611111,43.33333333,38.88888888,2,3,5
807,38,2,8,3,1,5,67,91,100,100,0,100,77,76.42857143,76.59722222,66.66666667,77.77777778,1,4,5
808,50,1,5,3,2,5,5,8,55,58,66,67,51,44.28571429,42.91666667,40,33.33333333,2,1,5
809,34,2,4,3,2,5,78,85,53,95,32,82,43,66.85714286,67.52777778,63.33333333,72.22222222,2,1,5
810,50,2,3,2,1,4,94,95,100,100,85,97,100,95.85714286,91.51388889,56.66666667,61.11111112,1,3,5
811,54,1,1,1,1,4,66,66,57,66,55,64,56,61.42857143,59.30555556,46.66666667,44.44444445,2,3,5
812,53,2,6,4,1,4,0,10,61,73,86,0,16,35.14285714,32.83333333,30,16.66666667,1,1,5
813,52,2,6,4,1,4,84,100,75,100,19,14,0,56,53.86111111,43.33333333,38.88888888,1,3,5
814,34,2,8,4,1,6,86,100,81,89,84,81,73,84.85714286,86.05555556,76.66666667,94.44444445,2,3,5
815,40,2,2,3,1,5,71,100,58,97,53,72,55,72.28571429,71.58333333,60,66.66666667,2,2,5
816,51,2,2,3,1,3,85,100,92,100,0,91,63,75.85714286,74.01388889,56.66666667,61.11111112,2,3,5
817,36,2,5,3,2,6,73,100,68,55,0,82,58,62.28571429,56.58333333,30,16.66666667,1,2,5
818,45,1,4,3,1,5,94,100,28,79,0,100,0,57.28571429,57.06944444,53.33333333,55.55555555,2,4,5
819,63,2,4,3,1,5,70,71,72,100,12,66,59,64.28571429,61.80555556,46.66666667,44.44444445,2,2,5
820,72,1,3,3,2,4,51,63,19,51,17,21,0,31.71428571,29.83333333,30,16.66666667,2,4,5
821,53,1,8,4,2,5,59,82,23,25,0,74,75,48.28571429,45.02777778,33.33333333,22.22222222,1,3,5
822,38,1,2,3,1,5,70,88,20,21,39,58,14,44.28571429,47.77777778,63.33333333,72.22222222,2,3,5
823,71,1,4,4,1,5,93,100,91,0,0,94,73,64.42857143,58.45833333,30,16.66666667,2,3,5
824,22,1,8,1,1,5,72,74,17,100,0,100,12,53.57142857,53.81944444,53.33333333,55.55555555,2,2,5
825,52,2,8,3,2,4,69,68,49,63,25,62,35,53,53.31944444,53.33333333,55.55555555,2,3,5
826,58,1,7,4,2,5,45,68,68,63,72,21,75,58.85714286,53.58333333,30,16.66666667,2,4,5
827,55,2,4,4,1,6,57,68,63,61,0,6,39,42,42.30555556,46.66666667,44.44444445,2,4,5
828,62,1,4,3,1,5,90,100,89,63,69,76,57,77.71428571,74.25,50,50,1,4,5
829,41,1,3,1,1,4,72,88,26,79,0,74,51,55.71428571,50.83333333,30,16.66666667,2,2,5
830,49,2,8,3,2,5,98,97,0,95,0,19,0,44.14285714,41.40277778,33.33333333,22.22222222,2,2,5
831,63,1,5,1,1,6,79,100,25,100,0,62,55,60.14285714,62.34722222,66.66666667,77.77777778,2,2,5
832,65,1,3,1,2,4,100,92,34,0,32,86,16,51.42857143,49.86111111,43.33333333,38.88888888,1,4,5
833,62,1,6,4,1,5,17,69,62,9,9,18,62,35.14285714,35.61111111,43.33333333,38.88888888,1,3,5
834,65,1,8,3,1,5,0,19,0,0,13,31,2,9.285714286,8.125,20,0,2,4,5
835,41,2,6,1,2,5,100,100,100,79,11,99,63,78.85714286,71.77777778,33.33333333,22.22222222,1,4,5
836,69,2,6,4,1,5,100,100,100,100,64,83,79,89.42857143,87.97222222,66.66666667,77.77777778,2,4,5
837,67,2,6,4,1,5,63,68,37,82,33,39,40,51.71428571,48.72222222,36.66666667,27.77777778,1,3,5
838,63,2,2,3,1,4,34,86,0,62,17,54,0,36.14285714,33.01388889,26.66666667,11.11111112,2,3,5
839,64,2,7,3,1,5,59,75,79,59,96,68,93,75.57142857,73.76388889,56.66666667,61.11111112,2,4,5
840,36,1,5,3,1,4,55,66,46,86,30,82,7,53.14285714,48.58333333,30,16.66666667,1,3,5
841,41,2,1,4,1,5,87,74,24,99,75,76,72,72.42857143,68.93055556,46.66666667,44.44444445,1,3,5
842,65,1,4,4,1,4,78,79,0,14,74,67,80,56,51.77777778,33.33333333,22.22222222,2,4,5
843,50,2,6,4,1,5,68,84,73,59,20,62,77,63.28571429,63.01388889,56.66666667,61.11111112,1,3,5
844,53,1,3,2,1,5,28,42,29,66,55,60,45,46.42857143,43.40277778,33.33333333,22.22222222,2,3,5
845,35,2,4,1,1,5,69,80,69,56,47,43,16,54.28571429,56.52777778,63.33333333,72.22222222,1,1,5
846,26,2,4,2,1,2,32,61,59,75,34,65,58,54.85714286,52.86111111,43.33333333,38.88888888,1,2,5
847,28,2,1,1,1,5,100,100,17,100,31,100,18,66.57142857,66.58333333,60,66.66666667,2,3,5
848,28,2,6,3,1,5,60,68,64,50,30,51,64,55.28571429,55.31944444,53.33333333,55.55555555,2,3,5
849,58,2,5,4,1,5,0,0,0,0,0,0,0,0,11.80555556,76.66666667,94.44444445,2,3,5
850,56,1,6,3,2,5,58,58,94,63,26,56,31,55.14285714,50.33333333,30,16.66666667,1,3,5
851,25,1,6,2,1,4,90,97,93,60,69,67,86,80.28571429,80.66666667,70,83.33333333,2,3,5
852,43,2,7,3,2,4,51,100,79,100,100,100,51,83,73.31944444,23.33333333,5.55555555,1,4,5
853,67,2,4,1,2,5,73,97,90,61,61,82,67,75.85714286,73.31944444,53.33333333,55.55555555,2,3,5
854,29,2,5,3,1,6,83,98,92,100,5,15,100,70.42857143,72.04166667,70,83.33333333,2,3,5
855,33,1,4,2,1,4,84,83,20,97,0,63,5,50.28571429,45.38888889,26.66666667,11.11111112,1,2,5
856,18,1,8,1,1,4,15,100,25,88,0,67,4,42.71428571,38.76388889,26.66666667,11.11111112,2,3,5
857,33,2,7,2,2,5,65,94,58,49,32,70,50,59.71428571,57.80555556,46.66666667,44.44444445,1,3,5
858,65,1,2,1,2,4,0,69,1,18,11,13,12,17.71428571,15.5,20,0,2,3,5
859,61,2,4,4,2,4,56,72,38,83,23,55,36,51.85714286,46.06944444,23.33333333,5.55555555,2,2,5
860,30,2,6,2,1,4,62,92,65,65,68,64,41,65.28571429,61.98611111,43.33333333,38.88888888,2,3,5
861,35,1,1,3,1,4,60,73,36,33,15,5,9,33,33.04166667,40,33.33333333,1,3,5
862,61,2,2,1,1,5,88,86,51,98,55,94,40,73.14285714,69.55555556,46.66666667,44.44444445,2,1,5
863,52,2,8,3,1,4,46,67,58,64,8,70,15,46.85714286,46.55555556,46.66666667,44.44444445,1,4,5
864,63,2,4,3,1,6,70,94,70,100,23,87,36,68.57142857,64.16666667,40,33.33333333,1,2,5
865,31,2,8,3,2,5,23,84,33,34,0,50,26,35.71428571,36.11111111,43.33333333,38.88888888,1,3,5
866,25,2,5,3,1,5,82,91,95,96,30,82,73,78.42857143,76.95833333,60,66.66666667,1,2,5
867,39,2,1,3,1,5,49,66,68,84,67,83,34,64.42857143,65.40277778,63.33333333,72.22222222,2,1,5
868,59,1,8,2,1,5,30,31,20,29,0,4,20,19.14285714,18.83333333,30,16.66666667,1,4,5
869,51,2,6,3,1,5,90,99,55,7,0,71,56,54,53.5,50,50,2,4,5
870,32,2,7,3,1,5,60,97,62,100,70,72,100,80.14285714,77.76388889,56.66666667,61.11111112,2,3,5
871,57,1,5,1,2,4,57,90,40,65,22,37,31,48.85714286,44.13888889,26.66666667,11.11111112,2,3,5
872,40,2,7,3,1,4,31,79,48,66,59,79,58,60,55.27777778,33.33333333,22.22222222,2,3,5
873,44,1,2,4,1,5,64,98,56,66,61,61,70,68,69.91666667,70,83.33333333,2,3,5
874,58,2,6,3,1,5,56,70,71,85,32,56,61,61.57142857,62.20833333,60,66.66666667,1,4,5
875,40,2,6,3,1,4,19,0,0,0,0,6,0,3.571428571,10.06944444,53.33333333,55.55555555,2,4,5
876,27,2,6,4,2,4,31,57,38,39,1,62,0,32.57142857,33.36111111,43.33333333,38.88888888,1,3,5
877,30,1,5,3,1,5,74,85,29,66,79,87,7,61,59.625,50,50,2,3,5
878,41,2,4,2,1,6,11,94,10,9,4,8,1,19.57142857,21.29166667,40,33.33333333,2,1,5
879,27,2,2,1,1,5,69,100,100,100,0,55,64,69.71428571,72.80555556,76.66666667,94.44444445,2,1,5
880,53,2,8,4,2,5,90,99,15,75,14,49,92,62,59.11111111,43.33333333,38.88888888,2,3,5
881,42,2,4,3,2,2,18,29,100,100,85,88,16,62.28571429,62.13888889,56.66666667,61.11111112,1,1,5
882,56,2,5,2,2,4,38,41,12,58,18,19,7,27.57142857,25.51388889,26.66666667,11.11111112,2,4,5
883,64,2,6,3,1,6,83,92,28,100,28,75,73,68.42857143,64.73611111,43.33333333,38.88888888,1,3,5
884,43,2,7,4,1,5,72,86,65,67,91,48,83,73.14285714,70.25,50,50,2,4,5
885,30,1,8,4,2,4,1,31,16,0,12,16,17,13.28571429,13.70833333,30,16.66666667,2,4,5
886,40,1,6,1,1,4,52,67,59,67,33,33,65,53.71428571,51.16666667,40,33.33333333,2,2,5
887,75,1,4,3,2,4,57,21,21,21,13,12,12,22.42857143,20.31944444,23.33333333,5.55555555,2,3,5
888,59,1,3,2,1,4,61,62,65,72,62,59,60,63,58.59722222,36.66666667,27.77777778,2,2,5
889,23,1,2,3,1,5,9,92,68,95,77,21,72,62,63.27777778,63.33333333,72.22222222,2,3,5
890,59,2,3,3,1,5,74,100,69,88,67,69,69,76.57142857,76.02777778,63.33333333,72.22222222,2,3,5
891,39,2,4,2,1,4,65,77,83,91,78,78,79,78.71428571,70.95833333,30,16.66666667,1,1,5
892,20,1,4,1,1,4,29,61,82,60,21,64,71,55.42857143,55.44444444,53.33333333,55.55555555,2,1,5
893,38,1,5,4,2,5,51,87,75,100,78,57,97,77.85714286,72.29166667,40,33.33333333,2,3,5
894,59,2,6,1,2,4,59,86,32,75,32,64,0,49.71428571,48.36111111,43.33333333,38.88888888,2,2,5
895,38,1,7,4,2,5,65,82,12,21,100,81,97,65.42857143,59.33333333,30,16.66666667,2,2,5
896,48,1,4,2,2,5,73,73,65,100,11,88,46,65.14285714,63.94444444,53.33333333,55.55555555,2,1,5
897,40,2,2,3,1,5,57,74,61,100,23,71,59,63.57142857,63.95833333,60,66.66666667,1,3,5
898,49,2,5,2,2,6,86,100,72,96,1,67,58,68.57142857,69.72222222,66.66666667,77.77777778,2,3,5
899,64,1,3,3,1,5,80,79,96,89,76,92,91,86.14285714,82.31944444,53.33333333,55.55555555,2,4,5
900,65,2,6,3,2,5,0,83,84,100,64,95,27,64.71428571,64.95833333,60,66.66666667,2,3,5
901,44,1,5,4,2,4,63,49,14,97,2,18,1,34.85714286,36.05555556,46.66666667,44.44444445,2,3,5
902,65,1,6,1,2,5,60,77,67,76,47,65,56,64,60.16666667,40,33.33333333,2,4,5
903,40,2,6,3,1,6,60,86,68,88,6,44,57,58.42857143,62.23611111,73.33333333,88.88888888,1,3,5
904,38,2,6,3,1,5,71,89,56,71,37,82,34,62.85714286,63.33333333,60,66.66666667,1,3,5
905,58,1,3,1,2,4,5,57,2,3,5,3,2,11,11.01388889,26.66666667,11.11111112,1,3,5
906,60,1,8,3,1,4,25,67,1,1,0,1,15,15.71428571,15.13888889,26.66666667,11.11111112,1,3,5
907,68,1,6,4,1,5,77,91,62,69,66,95,0,65.71428571,67.91666667,70,83.33333333,2,3,5
908,23,2,3,3,1,5,84,100,22,64,82,98,38,69.71428571,65.16666667,40,33.33333333,2,3,5
909,41,1,3,1,1,5,80,100,78,100,84,82,82,86.57142857,81.30555556,46.66666667,44.44444445,1,3,5
910,70,1,5,4,1,5,79,100,8,0,0,10,90,41,46.98611111,73.33333333,88.88888888,2,4,5
911,49,2,4,4,1,5,30,64,63,65,64,33,26,49.28571429,54.23611111,73.33333333,88.88888888,1,2,5
912,52,2,6,4,2,4,36,57,58,77,100,60,26,59.14285714,60.77777778,63.33333333,72.22222222,1,3,5
913,37,1,2,1,1,5,79,89,91,89,20,86,60,73.42857143,74.66666667,70,83.33333333,1,1,5
914,64,2,6,1,2,4,100,100,99,98,71,89,100,93.85714286,89.06944444,53.33333333,55.55555555,2,3,5
915,64,2,1,1,2,4,90,94,89,100,3,89,5,67.14285714,60.83333333,30,16.66666667,2,3,5
916,34,2,1,4,2,5,80,100,35,83,15,100,11,60.57142857,64.11111111,73.33333333,88.88888888,2,1,5
917,45,1,8,3,2,5,0,68,51,0,0,0,0,17,14.875,20,0,2,4,5
918,31,2,8,4,2,5,11,24,33,98,31,38,31,38,40.88888889,56.66666667,61.11111112,2,4,5
919,39,1,8,4,1,6,75,88,80,99,94,88,100,89.14285714,87.72222222,66.66666667,77.77777778,1,2,5
920,31,2,8,4,1,5,81,76,76,68,1,84,32,59.71428571,60.58333333,60,66.66666667,1,3,5
921,62,2,4,3,2,5,22,29,55,61,0,45,14,32.28571429,31.02777778,33.33333333,22.22222222,2,3,5
922,22,1,1,1,1,4,100,100,100,100,100,100,78,96.85714286,97.25,80,100,1,2,5
923,63,1,2,2,1,5,100,100,76,100,0,100,17,70.42857143,67.875,50,50,1,2,5
924,51,1,4,4,1,5,66,5,24,62,24,25,9,30.71428571,34.51388889,56.66666667,61.11111112,2,3,5
925,27,2,8,3,1,5,65,100,0,7,0,0,0,24.57142857,26.36111111,43.33333333,38.88888888,2,2,5
926,32,1,6,3,1,5,84,100,34,42,29,72,32,56.14285714,53.98611111,43.33333333,38.88888888,2,3,5
927,27,2,4,3,1,4,58,76,53,65,46,60,62,60,58.05555556,46.66666667,44.44444445,2,3,5
928,38,2,8,4,1,4,90,99,66,97,71,59,46,75.42857143,71.55555556,46.66666667,44.44444445,1,4,5
929,52,1,8,4,1,5,63,80,56,58,77,26,61,60.14285714,56.79166667,40,33.33333333,1,4,5
930,34,1,8,4,1,5,12,38,32,39,0,62,12,27.85714286,30.625,50,50,2,3,5
931,18,2,1,1,2,5,60,92,84,83,76,33,100,75.42857143,75.02777778,63.33333333,72.22222222,2,3,5
932,31,1,8,3,1,4,68,71,65,65,67,77,40,64.71428571,61.48611111,43.33333333,38.88888888,2,3,5
933,68,2,3,3,2,4,74,92,70,76,6,76,63,65.28571429,62.68055556,46.66666667,44.44444445,2,3,5
934,39,1,4,1,1,4,0,0,0,49,0,57,0,15.14285714,13.25,20,0,2,2,5
935,21,2,5,1,1,4,100,100,100,100,0,0,100,71.42857143,73.61111111,73.33333333,88.88888888,2,4,5
936,52,2,3,1,1,5,91,100,53,100,8,13,53,59.71428571,61.97222222,66.66666667,77.77777778,2,3,5
937,36,1,8,3,1,4,38,65,48,43,76,61,49,54.28571429,47.5,20,0,2,1,5
938,76,2,4,3,2,5,58,100,51,51,23,51,100,62,57.72222222,36.66666667,27.77777778,1,3,5
939,41,1,1,3,1,5,42,92,25,68,0,62,0,41.28571429,40.29166667,40,33.33333333,2,1,5
940,31,1,3,2,1,4,61,61,44,45,84,31,88,59.14285714,56.61111111,43.33333333,38.88888888,2,3,5
941,38,1,8,1,1,5,63,94,66,58,3,75,6,52.14285714,55.34722222,66.66666667,77.77777778,2,3,5
942,77,2,3,2,2,5,100,100,74,83,1,66,99,74.71428571,70.23611111,43.33333333,38.88888888,2,3,5
943,25,1,3,3,2,4,18,77,11,64,86,14,81,50.14285714,48.73611111,43.33333333,38.88888888,2,3,5
944,18,2,4,1,1,4,32,59,0,33,0,46,0,24.28571429,22.63888889,26.66666667,11.11111112,2,3,5
945,58,2,2,2,1,5,100,100,16,95,0,8,7,46.57142857,44.22222222,36.66666667,27.77777778,1,4,5
946,29,1,8,2,1,4,58,100,29,28,0,37,0,36,32.88888889,26.66666667,11.11111112,2,2,5
947,36,2,7,4,1,5,79,95,82,84,100,100,100,91.42857143,88.33333333,60,66.66666667,1,3,5
948,59,1,8,4,1,5,63,77,57,58,0,55,35,49.28571429,47.98611111,43.33333333,38.88888888,1,4,5
949,54,2,5,2,1,5,54,77,60,58,42,43,41,53.57142857,50.34722222,36.66666667,27.77777778,1,3,5
950,69,2,2,2,2,5,67,68,70,0,0,84,0,41.28571429,40.98611111,43.33333333,38.88888888,2,3,5
951,35,1,8,2,1,4,38,69,37,69,30,60,36,48.42857143,47.93055556,46.66666667,44.44444445,2,4,5
952,59,2,6,2,1,5,88,98,87,100,35,83,60,78.71428571,78.59722222,66.66666667,77.77777778,1,3,5
953,58,2,8,4,1,5,23,100,15,89,37,18,77,51.28571429,53.90277778,63.33333333,72.22222222,2,4,5
954,22,2,7,3,1,5,72,100,91,100,28,64,95,78.57142857,74.30555556,46.66666667,44.44444445,2,3,5
955,31,2,5,4,1,5,60,100,30,75,10,66,0,48.71428571,46.79166667,40,33.33333333,2,3,5
956,42,2,7,4,1,4,77,86,67,68,100,59,85,77.42857143,76.08333333,60,66.66666667,1,3,5
957,49,2,1,1,1,5,67,100,25,100,5,20,0,45.28571429,45.875,50,50,2,4,5
958,22,2,8,1,1,4,65,85,12,30,0,19,37,35.42857143,35.16666667,40,33.33333333,2,4,5
959,27,2,6,4,1,4,61,100,30,12,21,60,8,41.71428571,43.44444444,53.33333333,55.55555555,2,3,5
960,39,1,6,2,2,5,89,100,88,95,24,9,73,68.28571429,61.13888889,26.66666667,11.11111112,1,3,5
961,29,2,2,1,1,2,100,100,55,100,0,100,0,65,64.51388889,56.66666667,61.11111112,2,1,5
962,26,2,1,1,1,5,83,97,30,63,19,86,8,55.14285714,55.88888889,56.66666667,61.11111112,1,1,5
963,63,2,2,3,2,4,60,94,99,100,99,100,51,86.14285714,85.79166667,70,83.33333333,2,3,5
964,35,1,1,3,1,3,87,95,62,91,33,69,49,69.42857143,69.08333333,60,66.66666667,2,3,5
965,60,1,1,1,1,5,100,78,25,37,21,33,0,42,38.13888889,26.66666667,11.11111112,2,4,5
966,62,1,5,3,2,5,57,91,55,79,75,61,59,68.14285714,67.26388889,56.66666667,61.11111112,1,3,5
967,29,1,5,3,1,5,36,90,23,86,63,71,29,56.85714286,58.08333333,60,66.66666667,1,3,5
968,62,2,6,3,2,4,100,100,0,74,0,88,14,53.71428571,51.16666667,40,33.33333333,2,3,5
969,32,2,8,4,2,5,54,77,65,77,64,77,62,68,67.13888889,56.66666667,61.11111112,2,4,5
970,23,1,8,3,2,5,70,90,73,100,27,56,68,69.14285714,64.66666667,40,33.33333333,2,3,5
971,49,2,4,1,1,5,78,100,13,99,52,78,80,71.42857143,67.36111111,43.33333333,38.88888888,2,1,5
972,53,1,8,2,2,4,17,24,59,25,54,54,65,42.57142857,40.72222222,36.66666667,27.77777778,2,3,5
973,42,1,6,3,1,4,61,71,23,90,0,64,0,44.14285714,42.09722222,36.66666667,27.77777778,2,4,5
974,53,2,7,1,2,5,30,78,0,0,0,0,0,15.42857143,13.5,20,0,1,3,5
975,71,2,3,4,1,4,90,91,79,90,69,83,59,80.14285714,77.06944444,53.33333333,55.55555555,1,3,5
976,33,2,6,1,1,5,75,99,66,100,24,59,69,70.28571429,71.91666667,70,83.33333333,2,3,5
977,53,1,4,2,2,4,67,70,71,51,63,15,66,57.57142857,60.09722222,66.66666667,77.77777778,2,3,5
978,68,1,5,4,1,5,75,75,16,11,57,11,65,44.28571429,42.22222222,36.66666667,27.77777778,2,3,5
979,28,1,8,4,1,4,26,62,57,46,8,61,73,47.57142857,43.70833333,30,16.66666667,2,3,5
980,52,2,2,1,2,5,92,95,70,70,42,61,25,65,64.51388889,56.66666667,61.11111112,2,1,5
981,56,1,3,3,1,5,81,95,2,4,3,81,2,38.28571429,40.44444444,53.33333333,55.55555555,2,3,5
982,23,2,5,3,1,4,72,74,23,23,41,39,55,46.71428571,45.04166667,40,33.33333333,2,4,5
983,39,1,1,1,2,4,65,79,87,80,23,75,19,61.14285714,56.97222222,36.66666667,27.77777778,1,4,5
984,38,1,6,2,1,6,90,100,59,100,62,100,60,81.57142857,81.09722222,66.66666667,77.77777778,1,2,5
985,54,2,4,2,1,5,79,98,36,70,29,40,37,55.57142857,52.09722222,36.66666667,27.77777778,2,2,5
986,60,1,7,4,2,5,18,18,19,40,0,0,0,13.57142857,13.26388889,26.66666667,11.11111112,2,3,5
987,48,1,8,3,2,4,53,76,51,59,64,66,66,62.14285714,59.23611111,43.33333333,38.88888888,1,3,5
988,22,1,5,1,1,5,83,77,84,22,100,29,0,56.42857143,53.54166667,40,33.33333333,2,1,5
989,27,2,7,4,1,3,81,93,61,36,56,65,14,58,60.47222222,66.66666667,77.77777778,2,2,5
990,24,2,5,4,1,5,62,88,73,43,30,78,9,54.71428571,56.90277778,63.33333333,72.22222222,2,3,5
991,49,2,4,2,1,5,72,100,4,100,0,64,10,50,54.86111111,73.33333333,88.88888888,1,3,5
992,35,1,4,3,1,5,82,95,58,76,23,75,68,68.14285714,68.65277778,63.33333333,72.22222222,2,1,5
993,29,1,1,3,1,5,82,100,16,77,0,33,64,53.14285714,54.83333333,60,66.66666667,2,3,5
994,28,1,7,4,1,5,71,81,87,85,30,79,35,66.85714286,65.44444444,53.33333333,55.55555555,2,2,5
995,29,1,6,1,1,4,67,78,40,60,30,63,67,57.85714286,54.09722222,36.66666667,27.77777778,2,3,5
